action	lane	given	key	start_line	old_status	new_status	how	reasons	sentence	row_note
REPLACE+UNION28	audit-intro,ct-rank-two-limit,fff-periodic,fff-quotient,hull-bridge,hull-count94,hull-unbound,nm-endpoints,sec5-sentences	4895f03fdf5f,4895f03fdf5f,4895f03fdf5f,4895f03fdf5f,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,4895f03fdf5f,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,4895f03fdf5f,4895f03fdf5f	4895f03fdf5f	2123	partial	partial	key; line 1636->2121 statement-env	rows/hull-unbound.tsv cites no landed commit; its declarations are defined and compiled at origin; not defined at origin 4c3d9dd02: GroupApproximation.GGT.VanKampen.osinLemma94Section_of_planarRunInputReduced GroupApproximation.GGT.VanKampen.osinLemma94PlanarRunInput_of_reduced GroupApproximation.GGT.VanKampen.OsinLemma94PlanarRunInputReduced GroupApproximation.GGT.VanKampen.OsinLemma94RealizedPolygons.sum_card_kindNonJoins_le_mul	Then there is a surjective homomorphism $\varphi\colon G\to Q$ such that $Q$ is acylindrically hyperbolic, $\varphi(g_i)\in\varphi(N)$ for all $i$, and every el	rows/audit-intro.tsv: audit-intro: thm:hull least-area route, Osin math/0411039v3 Lemma 9.4 inside Hull's proof ("The boundary of Delta~_i decomposes into k_i subpaths"): cyclic run decomposition of the sides of a polygon, the sub-piece of OsinLemma94ClassPolygons asked by hull-count94. For a joinin
REPLACE	audit-nm-1	d4c878a7ac22	d4c878a7ac22	263	formalized	partial	key		There is a sofic group $W=W_0\rtimes\mathbb Z$, with $W_0$ locally residually finite, that is not MF\@.	rows/audit-nm-1.tsv: audit-nm-1: PrintedAmenableNonquasidiagonalTrace binds ∃ W … ¬IsOperatorMF W without Countable W; MF is printed only for countable groups (tex 87), and ¬IsOperatorMF holds for every group of cardinality > 𝔠 (IsOperatorMF, Sofic/OperatorMF.lean:89); formalized once a printed endp
REPLACE	audit-nm-1	2a97fb901bad	2a97fb901bad	284	formalized	partial	key		Since $W_0$ is a direct limit of residually finite groups, it is MF~\cite[Corollary~10 and Proposition~13]{Korchagin}.	rows/audit-nm-1.tsv: audit-nm-1: printed route "direct limit of RF groups ⇒ MF [Korchagin Cor 10, Prop 13]"; the carrier goes locally RF ⇒ LEF ⇒ MF; no MF direct-limit permanence theorem on origin. LANDED a0c769367 (audit-nm-1 ledger, notes/nm-swarm/reports/audit-nm-1.md) [census merge 4c3d9dd02]
REPLACE+UNION2	audit-nm-1,ct-bilateral-mf	c890294ad9b0,LINE:253	c890294ad9b0	252	formalized	formalized	key; match 0.97>0.33		Section~\ref{sec:chain-core} identifies restriction to the chain-recurrent set as the universal directly finite ring quotient, and proves that $R_X$ is directly	rows/audit-nm-1.tsv: audit-nm-1: UNION. The listed carriers display only "R_X directly finite ⇔ GL₃(R_X) MF"; the first clause (universal directly finite ring quotient) is the first conjunct of printedCoreRingReflection_closed (ChainCoreClosures.lean:64, #audit_closed_axioms l.109). LANDED a0c769367
REPLACE+UNION2	audit-nm-1,ms-intro-3	80279f06992b,80279f06992b	80279f06992b	292	formalized	partial	key		Every example above has torsion, and in the lamp construction the obstruction is itself a torsion element.	rows/audit-nm-1.tsv: audit-nm-1: the EL_n clause needs (p:R)=0 with 0<p, but the examples above include EL₄(𝒞) with 𝒞=ℤ⟨s,t⟩/(tᵢsⱼ−δᵢⱼ) and every countable full-defect ring in every characteristic (tex 215–223); fix: w=e₁₂(1)e₂₁(−1)e₁₂(1), w⁴=1≠w. LANDED a0c769367 (audit-nm-1 ledger, notes/nm-swarm/
REPLACE+UNION2	audit-nm-1,audit-sec3	2ff745dd7064,2ff745dd7064	2ff745dd7064	1072	formalized	partial	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	If $R\ne0$ satisfies the hypothesis of Theorem~\ref{thm:full-defect-ring}, then $G=\EL_n(R)$ is countable and nontrivial, and by Theorem~\ref{thm:full-defect-ri	rows/audit-nm-1.tsv: audit-nm-1: PrintedElementaryGroupNotMF quantifies 4≤n and displays no nontriviality; printed at the corollary's n≥2 with "countable and nontrivial"; no rank-two not-MF endpoint on origin. LANDED a0c769367 (audit-nm-1 ledger, notes/nm-swarm/reports/audit-nm-1.md) | rows/audit-se
REPLACE+UNION2	audit-nm-1,leavitt-k1	2d6ab84875e0,2d6ab84875e0	2d6ab84875e0	246	formalized	formalized	key		For the unit group of $L_k(1,d)$ the quotient is $k^\times/(k^\times)^{d-1}$.	rows/audit-nm-1.tsv: audit-nm-1: UNION, closed sibling; manuscriptSentence_unitGroupQuotient takes leading inputs and has only #audit_axioms. LANDED a0c769367 (audit-nm-1 ledger, notes/nm-swarm/reports/audit-nm-1.md) | rows/leavitt-k1.tsv: tex 247 'For the unit group of L_k(1,d) the quotient is k^x/
REPLACE+UNION3	audit-nm-1,ms-intro-1	8d0b87a46a51,8d0b87a46a51,8d0b87a46a51	8d0b87a46a51	106	formalized	formalized	key	rows/ms-intro-1.tsv cites no landed commit; its declarations are defined and compiled at origin	Equivalently, $G$ embeds in the unitary group of the norm matrix corona	rows/audit-nm-1.tsv: audit-nm-1: UNION; the printed corona form has arbitrary positive d_n, while the cited IsCDEOperatorMF needs StrictMono d. LANDED a0c769367 (audit-nm-1 ledger, notes/nm-swarm/reports/audit-nm-1.md) | rows/ms-intro-1.tsv: ms-intro-1: regrade definition -> formalized. Tex line 106
REPLACE+UNION2	audit-nm-4,ms-inverses-3	f5264e48f943,f5264e48f943	f5264e48f943	1489	formalized	partial	key	rows/ms-inverses-3.tsv cites no landed commit; its declarations are defined and compiled at origin	A compact subset $C\subset U$ has a finite cover by wandering clopen sets, say $m$ of them, so each orbit meets $C$ in at most $m$ points.	rows/audit-nm-4.tsv: audit-nm-4 GENERALITY-GAP (fidelity audit of tex 1338-2507 at merge 0e622f840: 232 rows, 231 PASS, 0 FALSE-GREEN): exists_wandering_clopen_cover needs IsClopen K; printed "A compact subset C of U"; restore formalized once a compact-to-clopen shrink lemma is named; the owner ms-i
SAME-GRADE+UNION2	audit-sec3,ms-inverses-2	5870021d2e03,5870021d2e03	5870021d2e03	819	definition	definition	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	Put	rows/audit-sec3.tsv: audit-sec3: tex 806 (proof of lem:two-copies), "Put e=1-st ... Put v_0=s^m, w_0=t^m, v_1, w_1"; the row named no declaration; OneSidedInverse.e is e and RankDescent.ofFull builds the printed v, w; gate Audit.Sec3. | rows/ms-inverses-2.tsv: ms-inverses-2: tex 820-822, display v_0
SAME-GRADE	audit-sec3	18fd64bafd97	18fd64bafd97	1051	definition	definition	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	Let $R$ be a countable unital ring.	rows/audit-sec3.tsv: audit-sec3: tex 1039; the row named no declaration; the named Prop and the closed theorem whose type it is; gate Audit.Sec3. [census merge 4c3d9dd02]
SAME-GRADE+UNION2	audit-sec3,ms-inverses-3	7ce8c636a470,7ce8c636a470	7ce8c636a470	936	formalized	formalized	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	that is, $1-st$ is a \emph{full} idempotent, so that $1=\sum_{j}a_j(1-st)b_j$ for finitely many $a_j,b_j\in R$.	rows/audit-sec3.tsv: audit-sec3: tex 924; the row named only the Prop; adds the closed theorem whose type it is; gate Audit.Sec3. | rows/ms-inverses-3.tsv: ms-inverses-3: tex 935-937, "that is, 1-st is a full idempotent, so that 1=sum_j a_j(1-st)b_j for finitely many a_j,b_j"; idempotent, and span =
SAME-GRADE	audit-sec3	eefa8a852d05	eefa8a852d05	1255	structural	structural	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	We use Theorem~\ref{thm:full-defect-ring} in the following form.	rows/audit-sec3.tsv: audit-sec3: tex 1239, "We use Theorem thm:full-defect-ring in the following form"; the row named only the Prop; adds the closed theorem whose type it is; gate Audit.Sec3. [census merge 4c3d9dd02]
SAME-GRADE	audit-sec3	19abb698ab4a	19abb698ab4a	800	structural	structural	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	The proof of Theorem~\ref{thm:full-defect-ring} runs in rank four over the ring $\mathcal C$, with three coordinates for the subgroup $\EL_3(\mathcal C)$, which	rows/audit-sec3.tsv: audit-sec3: tex 788, the rank-four argument over C with three coordinates carrying property (T); claim-making, the row named no declaration; gate Audit.Sec3. [census merge 4c3d9dd02]
SAME-GRADE	audit-sec3	3a929e3e1455	3a929e3e1455	805	structural	structural	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	The compressor needs only $ts=1$; the ideal condition on $1-st$ enters in the last step of the rank-four argument and in the first lemma.	rows/audit-sec3.tsv: audit-sec3: tex 788, "The compressor needs only ts=1"; claim-making, the row named no declaration; gate Audit.Sec3. [census merge 4c3d9dd02]
SAME-GRADE	audit-sec3	ded89cfcd0e4	ded89cfcd0e4	1253	structural	structural	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	For the converse, a unit in $\ker\kappa$ is reduced modulo $N$ to a unit of the form $e+(1-e)v(1-e)$, which is then the image of a stabilized elementary matrix	rows/audit-sec3.tsv: audit-sec3: tex 1239, the converse (a unit in ker kappa reduces modulo N to e+(1-e)v(1-e)); claim-making, the row named no declaration; gate Audit.Sec3. [census merge 4c3d9dd02]
SAME-GRADE	audit-sec3	718cc7b04afd	718cc7b04afd	884	formalized	formalized	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	For $i=1,2,3$, set	rows/audit-sec3.tsv: audit-sec3: tex 872-875 (lem:ring-compression-cell), printed for every ring R and s,t with ts=1; the old carrier holds only at UniversalPair.pairInverse; carrier RingCompressionCellGeneral, on the wire queue (partial until wired); gate Audit.Sec3. [census merge 4c3d9dd02]
SAME-GRADE	audit-sec3	c0383f82a141	c0383f82a141	900	formalized	formalized	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	invertible as a product of elementary matrices.	rows/audit-sec3.tsv: audit-sec3: tex 876-888 (lem:ring-compression-cell), u=u_3u_2u_1 is the displayed matrix and is invertible, for every ring; the old carrier holds only at UniversalPair.pairInverse; carrier RingCompressionCellGeneral, on the wire queue (partial until wired); gate Audit.Sec3. [cen
SAME-GRADE	audit-sec3	d1142160bf17	d1142160bf17	911	formalized	formalized	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	The element	rows/audit-sec3.tsv: audit-sec3: tex 899-903 (lem:ring-compression-cell), c=[e_41(e),e_14(t)]=diag(1,1,1,1+et), for every ring; the old carrier holds only at UniversalPair.pairInverse; carrier RingCompressionCellGeneral, on the wire queue (partial until wired); gate Audit.Sec3. [census merge 4c3d9dd
SAME-GRADE	audit-sec3	83ed5eb3b38c	83ed5eb3b38c	916	formalized	formalized	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	is computed in the block on coordinates $(1,4)$ using $te=0$, and a diagonal matrix of this shape commutes with every $\operatorname{diag}(A,1)$, so $c\in C_G(L	rows/audit-sec3.tsv: audit-sec3: tex 904-906 (lem:ring-compression-cell), c in C_G(L) along the printed route (L consists of diag(A,1), which commute with diag(1,1,1,1+et)), for every ring; the old carrier holds only at UniversalPair.pairInverse; carrier RingCompressionCellGeneral, on the wire queue
SAME-GRADE	audit-sec3	d47b613bb096	d47b613bb096	1869	structural	structural	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	The models are compressions of a quasi-regular representation of $G$ to a finite set of cosets indexed by a F\o lner set of $A$ and a finite quotient of a finit	rows/audit-sec3.tsv: audit-sec3: tex 1384, the models are compressions of a quasi-regular representation to a finite set of cosets; claim-making, the row named no declaration; gate Audit.Sec4. [census merge 4c3d9dd02]
SAME-GRADE+UNION2	audit-sec3,ms-traces-2	8e53d32e3fb8,8e53d32e3fb8	8e53d32e3fb8	1920	formalized	formalized	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	We now construct a group to which Theorem~\ref{thm:compression-criterion} applies through a finite central subgroup: its intrinsic defect subgroup contains a co	rows/audit-sec3.tsv: audit-sec3: tex 1435, the intrinsic defect subgroup contains a commutator whose square is a central involution; claim-making, the row named no declaration; gate Audit.Sec4. | rows/ms-traces-2.tsv: ms-traces-2: tex 1920-1923 "We now construct a group to which thm:compression-crit
SAME-GRADE	audit-sec3	60898a519f4f	60898a519f4f	1923	definition	definition	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	Let $\Gamma$ be a countable group with property~\textup{(T)}, let $\alpha\colon\Gamma\to\Gamma$ be injective but not surjective, and choose $a\in\Gamma\setminus	rows/audit-sec3.tsv: audit-sec3: tex 1438-1441, "Let Gamma be a countable group with property (T), let alpha be injective but not surjective, and choose a"; the row named no declaration; gate Audit.Sec4. [census merge 4c3d9dd02]
SAME-GRADE	audit-sec3	c180c0186454	c180c0186454	1926	definition	definition	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	Put	rows/audit-sec3.tsv: audit-sec3: tex 1441-1450, "Put T_alpha = lim(Gamma -> Gamma -> ...), V = T_alpha x| <t>"; the row named no declaration; gate Audit.Sec4. [census merge 4c3d9dd02]
SAME-GRADE	audit-sec3	bc2d73bb124a	bc2d73bb124a	2025	definition	definition	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	For $n\ge0$, write $\Gamma_n=t^{-n}\Gamma t^n$ for the image of the $n$th copy of $\Gamma$ in $T_\alpha$.	rows/audit-sec3.tsv: audit-sec3: tex 1540, "write Gamma_n = t^-n Gamma t^n for the image of the nth copy of Gamma in T_alpha"; the row named no declaration; gate Audit.Sec4. [census merge 4c3d9dd02]
SAME-GRADE	audit-sec3	e4ebdec3bbab	e4ebdec3bbab	2034	definition	definition	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	Let $Y$ be the union of the $\Gamma_n$-orbits of these finitely many $x$.	rows/audit-sec3.tsv: audit-sec3: tex 1548-1550, "Let Y be the union of the Gamma_n-orbits of these finitely many x"; the row named no declaration; gate Audit.Sec4. [census merge 4c3d9dd02]
SAME-GRADE	audit-sec3	3229365c29c6	3229365c29c6	2074	definition	definition	key		For a concrete instance, take	rows/audit-sec3.tsv: audit-sec3: tex 1589-1597, the display Gamma-bar = Z^3 x| SL_3(Z) = {[[A,v],[0,1]]} <= GL_4(Z); carrier AffineDoublingLiteralModel (b9772f360, wired); gate Audit.Sec4. [census merge 4c3d9dd02]
SAME-GRADE	audit-sec3	77028123cdd6	77028123cdd6	2083	formalized	formalized	key	rows/audit-sec3.tsv cites no landed commit; its declarations are defined and compiled at origin	It is residually finite, since reduction modulo a suitable integer separates any two distinct integral matrices, and it has property~\textup{(T)}~\cite[Example~	rows/audit-sec3.tsv: audit-sec3: tex 1598; the row named only residual finiteness; adds the clause "it has property (T) [BHV, Example 1.7.4(i)]", the closed gammaBar_hasKazhdanPropertyT; gate Audit.Sec4. [census merge 4c3d9dd02]
SAME-GRADE	audit-sec3	e947a3d4f4a1	e947a3d4f4a1	2088	definition	definition	key		Let	rows/audit-sec3.tsv: audit-sec3: tex 1603-1607, "Let D = diag(2,2,2,1), alpha(g) = DgD^-1"; the row named no declaration; carrier AffineDoublingLiteralModel (b9772f360, wired); gate Audit.Sec4. [census merge 4c3d9dd02]
SAME-GRADE	audit-sec3	80c65e0771e4	80c65e0771e4	2093	formalized	formalized	key		so that $\alpha(v,A)=(2v,A)$.	rows/audit-sec3.tsv: audit-sec3: tex 1608, "alpha(v,A) = (2v,A)"; drops CliffordConstructionSentences.manuscriptSentence_alphaDoublesTranslation, proved on the separate product of Monsters/AffineSL3Doubling, not on gammaBar and conjD; carrier AffineDoublingLiteralModel (b9772f360, wired); gate Audit
SAME-GRADE	audit-sec3	c48c7da870a2	c48c7da870a2	2093	formalized	formalized	key		This is injective, and its image consists of the affine matrices whose translation coordinates are all even, so $[\bar\Gamma:\alpha(\bar\Gamma)]=8$.	rows/audit-sec3.tsv: audit-sec3: tex 1608-1610, "injective, and its image consists of the affine matrices whose translation coordinates are all even, so [Gamma-bar : alpha(Gamma-bar)] = 8"; drops AmenableTraceSentencesB.manuscriptSentence_concreteInstanceDoubling, proved on the separate product of M
SAME-GRADE	audit-sec5	d29816e1de56	d29816e1de56	2190	formalized	formalized	key		The subgroup $\mathfrak D_Q(\varphi(\Gamma))$ is normal in $Q$, and the normal closure of $\varphi(S)$ is $\varphi(N)=Q$, so	rows/audit-sec5.tsv: audit-sec5: "D_Q(phi(Gamma)) is normal in Q, and the normal closure of phi(S) is phi(N)=Q, so D_Q(phi(Gamma))=Q", every clause. The middle clause (Subgroup.map_normalClosure along the lem:saturation surjection) is missing from manuscriptSentence_theoremDefectEqTop, which proves
